,base frame,end effector frame
0,arm_base_link,arm_7_link
,x,y,z,qx,qy,qz,qw,time
37,-0.0498990133487,-5.26524117265e-05,-0.00450899643473,0.000365418435427,0.00373532289822,-1.07012783629e-06,0.999992956891,19.3663270473
38,-0.0471292813355,-5.62654597577e-05,-0.00405186212717,0.00034380955856,0.00352903993393,-1.00885061216e-06,0.999993713816,19.880936861
39,-0.0446084186797,-5.85500994938e-05,-0.00365904675681,0.000324343732556,0.00334112566247,-9.43295532352e-07,0.999994365824,20.390568018
40,-0.0421252638683,-5.99447591582e-05,-0.00329367579138,0.000305356358847,0.00315589620488,-8.78033171781e-07,0.999994973525,20.9033138752
41,-0.0398658392327,-6.05025249905e-05,-0.00297975804162,0.000288221369437,0.00298723770221,-8.13060504701e-07,0.999995496659,21.4135539532
42,-0.0374773500539,-6.03967809775e-05,-0.00266704637307,0.000270243076467,0.00280882717139,-7.38977837311e-07,0.999996018721,21.9700939655
43,-0.0354615271579,-5.9810313387e-05,-0.00241838686225,0.000255185721121,0.00265819503785,-6.84366820047e-07,0.999996434433,22.4801659584
44,-0.0334759894569,-5.88067920379e-05,-0.00218708379452,0.000240446126399,0.00250976253242,-6.33318266885e-07,0.999996821634,23.0036258698
45,-0.0316047652672,-5.7456634466e-05,-0.00198144195564,0.00022661098441,0.00236977171286,-5.6879830368e-07,0.999997166411,23.510436058
46,-0.0299204074567,-5.59553749987e-05,-0.00180655943913,0.000214223176276,0.00224383607626,-5.13558196746e-07,0.999997459651,24.0178489685
