,base frame,end effector frame
0,arm_base_link,arm_7_link
,x,y,z,qx,qy,qz,qw,time
0,0.386189365706,-0.200284111582,-0.269952195271,0.125800492879,0.613026003741,0.0263746003293,0.779620250626,0.291830062866
1,0.352562200835,-0.215378545936,-0.167205146428,0.165268032391,0.426940248799,0.0939542803362,0.884144272521,0.792598962784
2,0.307765549565,-0.206427982182,-0.0717778411861,0.127966561009,0.272590554514,0.166837226895,0.938943176436,1.29454898834
3,0.253173309522,-0.189377131598,0.010690082865,0.065622292261,0.145843226995,0.188126608286,0.96910363076,1.79517602921
4,0.208652587447,-0.164343756644,0.0631947217314,-0.00300048441663,0.0650372873907,0.127674067093,0.989742633685,2.29579687119
5,0.183782331011,-0.140188677275,0.0887373800281,-0.0503912573663,0.0285231601528,0.04568240139,0.997341600816,2.79602599144
6,0.168847886111,-0.127000197976,0.102334660717,-0.0644180629172,0.0150471074058,-0.0038886311242,0.997867113536,3.29920291901
7,0.156814230933,-0.125283448909,0.111827594424,-0.0529942892426,0.00746485955632,-0.00712475435128,0.99860658873,3.80119991302
8,0.147533708015,-0.122691017778,0.118623367368,-0.0441785218244,0.00332273199083,-0.00827620239767,0.99904890878,4.30195593834
9,0.140085454181,-0.119399374675,0.123661506009,-0.0376099123924,0.00096976845515,-0.00859180646034,0.999320136343,4.80595588684
10,0.133967605551,-0.115651791529,0.127428879691,-0.0327740111053,-0.000379362240067,-0.00844081088781,0.999492107519,5.30763506889
11,0.128836554943,-0.111641243235,0.130244841107,-0.0292640943726,-0.0011604867281,-0.00816356617564,0.999602732208,5.80929708481
12,0.124464843066,-0.107542722939,0.132315316124,-0.0267152905059,-0.00162137602307,-0.0078650707927,0.999675849991,6.31080198288
13,0.120546221745,-0.103323830092,0.133838343992,-0.024785224515,-0.00191045825472,-0.00758652483919,0.99972720651,6.81407308578
14,0.117259637291,-0.0994004011105,0.134809012864,-0.023412102158,-0.00208760421375,-0.00736332461429,0.999761620003,7.31495690346
15,0.114358197949,-0.0956644139461,0.135377229748,-0.0223686648838,-0.00221140275536,-0.00718477829102,0.999786542963,7.81532907486
16,0.11177515046,-0.0921499262716,0.135607107219,-0.0215544399236,-0.00230833171472,-0.00704566523308,0.999805199189,8.32134008408
17,0.109457019047,-0.0888736505835,0.135551080257,-0.020900487212,-0.00239299145398,-0.00694001674338,0.999819623429,8.82208204269
18,0.107361874341,-0.0858427818102,0.135251244686,-0.0203590218297,-0.0024741642049,-0.00686139839885,0.99983114072,9.3227789402
19,0.105447709876,-0.0830503535434,0.134748623025,-0.0198979742074,-0.00255483477942,-0.00680412848937,0.999840610936,9.82418894768
20,0.103685556662,-0.0804897101984,0.13407297837,-0.0194961450407,-0.00263741473297,-0.00676402737474,0.99984858469,10.3284950256
21,0.102050836281,-0.0781513189217,0.133249950529,-0.0191393715712,-0.00272273013299,-0.00673786966407,0.999855425704,10.8282079697
22,0.10051849413,-0.0760193085907,0.132304514877,-0.0188188780725,-0.00280988009623,-0.00672352117826,0.999861364723,11.3297309875
23,0.0990754623709,-0.0740870625456,0.131252604141,-0.0185270012781,-0.00289975615297,-0.00671756918365,0.999866599053,11.8342440128
24,0.0977031956692,-0.0723378250862,0.130113179103,-0.0182608337144,-0.00299072198584,-0.00672000017253,0.999871211273,12.3342690468
25,0.0963893348676,-0.070760227208,0.128900513808,-0.0180168238054,-0.0030823728428,-0.0067284223843,0.99987530291,12.837747097
26,0.0951230710538,-0.0693420906284,0.127627338047,-0.0177931303992,-0.00317397484406,-0.00674222890654,0.999878929043,13.338064909
27,0.0938946442598,-0.0680710480947,0.126305010766,-0.0175881853006,-0.00326491958986,-0.00676070990786,0.999882137474,13.8416440487
28,0.0926976071173,-0.0669375543379,0.12494290983,-0.017400526069,-0.00335476779534,-0.00678265880874,0.999884974767,14.3423149586
29,0.0915259922149,-0.065931585552,0.123549737357,-0.017228955308,-0.00344302958127,-0.00680708583923,0.999887479784,14.8421258926
30,0.0903281027259,-0.0650084451696,0.12207584559,-0.0170671937318,-0.00353274826503,-0.0068364244403,0.999889740866,15.3462159634
31,0.0891927929155,-0.0642312976468,0.120641584969,-0.0169258189715,-0.00361680701771,-0.00686585277481,0.999891641842,15.8482840061
32,0.0880709076447,-0.0635536153641,0.119196757626,-0.0167981068136,-0.0036981701758,-0.00689693154079,0.999893284046,16.3500330448
33,0.0869600704558,-0.0629672276868,0.117746897077,-0.0166831160347,-0.00377663725962,-0.0069290478764,0.999894693928,16.8514890671
34,0.0858578520233,-0.0624638161857,0.116296185767,-0.0165799451271,-0.00385235330124,-0.00696270957977,0.999895887315,17.352353096
35,0.0847633808162,-0.0620365988706,0.114849406393,-0.0164873855296,-0.00392501184606,-0.00699626893198,0.999896900996,17.8531560898
36,0.0837623430424,-0.0617044440589,0.113524750601,-0.0164112622901,-0.0039891256372,-0.00702794815291,0.999897677411,18.3541948795
37,0.0825939378312,-0.0613820637159,0.111981601875,-0.0163316935261,-0.00406092166606,-0.00706482494226,0.999898431317,18.8557229042
38,0.0815179346313,-0.0611419761765,0.110566665754,-0.0162666702988,-0.00412421701346,-0.00709926655642,0.999898988241,19.3565900326
39,0.0804476968727,-0.0609520013069,0.109168500223,-0.0162089625805,-0.00418424198745,-0.00713283290927,0.999899437116,19.8564689159
40,0.0793832523265,-0.0608063183675,0.10778952817,-0.0161578731813,-0.00424096829319,-0.00716548497965,0.999899791553,20.3569419384
41,0.0783248568547,-0.0606993303706,0.106431915036,-0.0161129155906,-0.00429431451409,-0.00719748869292,0.999900059491,20.8581318855
42,0.0772726189553,-0.0606261872182,0.105097303941,-0.0160730414484,-0.00434449210643,-0.0072284599592,0.999900261073,21.3587670326
43,0.0762269506963,-0.0605819025079,0.103787585367,-0.0160376196653,-0.00439142009102,-0.00725816175954,0.999900409677,21.8597199917
44,0.0751878948135,-0.0605624893319,0.102503092151,-0.0160058633801,-0.00443539074822,-0.00728707599278,0.999900514136,22.3602108955
45,0.0741561714929,-0.060563181135,0.101246310941,-0.015976990081,-0.00447611542834,-0.00731363706053,0.999900600506,22.8610799313
46,0.0731321142669,-0.0605798243674,0.100017738011,-0.0159509408879,-0.00451361369855,-0.00733918026783,0.99990066067,23.3620018959
47,0.0721161359256,-0.0606086793625,0.0988187446713,-0.0159266278321,-0.00454800551282,-0.00736232766331,0.999900722224,23.8620209694
48,0.0711083361403,-0.0606467765952,0.097648876149,-0.0159036646139,-0.00457945564696,-0.00738402739799,0.999900784167,24.3626840115
49,0.0701091400574,-0.0606906648604,0.0965090667404,-0.0158814520402,-0.00460793584885,-0.0074036037289,0.999900861616,24.8639130592
50,0.0691187645209,-0.0607375039162,0.0953993565451,-0.0158595400136,-0.00463352548932,-0.00742119689809,0.99990096073,25.3652729988
51,0.0681375594503,-0.0607842407411,0.0943202215931,-0.0158375952372,-0.00465617999242,-0.00743657980254,0.999901089031,25.8672659397
52,0.0672431340524,-0.0608249104017,0.0933546268234,-0.0158168891748,-0.00467451098318,-0.00744834483274,0.999901243685,26.367511034
53,0.0662032290438,-0.0608681391808,0.0922528721367,-0.0157918221201,-0.00469305365656,-0.00746073011203,0.999901460699,26.8689949512
54,0.0652503530019,-0.0609010452375,0.0912643396036,-0.0157670254233,-0.00470746500898,-0.00746883266873,0.999901723781,27.3698658943
55,0.064307352181,-0.0609244499599,0.0903060711091,-0.0157410728928,-0.00471905474302,-0.00747469715714,0.999902034226,27.8706738949
56,0.0633739548523,-0.0609380257019,0.0893762690817,-0.0157132791579,-0.00472807287355,-0.00747872039996,0.9999023987,28.3712120056
57,0.0624503810612,-0.0609392642798,0.0884757618375,-0.0156831989101,-0.00473461926026,-0.00747935832618,0.999902835205,28.8726940155
58,0.0615364315028,-0.0609277397131,0.0876024916141,-0.0156510082439,-0.00473861032598,-0.00747843167042,0.999903327614,29.3729629517
59,0.0606322927326,-0.0609011222087,0.086757214831,-0.0156163594643,-0.00474017819788,-0.00747453227861,0.999903891079,29.8732628822
60,0.0597377092084,-0.0608591382559,0.0859383924341,-0.0155789563921,-0.00473942710841,-0.00746803459934,0.999904526646,30.3740940094
61,0.0588524713178,-0.0608016712494,0.0851443062698,-0.0155387346679,-0.0047363036825,-0.00745975296155,0.999905229128,30.8750488758
62,0.0579764550864,-0.0607276040704,0.0843747870553,-0.0154952323996,-0.00473105844707,-0.00744842801481,0.999906013473,31.3766999245
