,base frame,end effector frame
0,arm_base_link,arm_7_link
,px,py,pz,qw,qx,qy,qz,time
0,-0.32232482146,0.212946796462,0.677769928249,0.765492393918,-0.125851992868,-0.630413703055,-0.0275904647674,29.3219959736
1,-0.322326163548,0.212957573621,0.677750673978,0.765469235774,-0.125865971691,-0.630439816353,-0.0275725263703,29.3219959736
2,-0.322327505145,0.212968350513,0.677731418781,0.765446075964,-0.125879951245,-0.630465928842,-0.0275545864637,29.3219959736
3,-0.319994211113,0.204777891184,0.690874879842,0.789955482386,-0.0861116919269,-0.602599333949,-0.0736828004774,29.3219959736
4,-0.316617918598,0.193465217887,0.70787277168,0.816557650628,-0.035253166471,-0.560077255784,-0.135293329505,29.3219959736
5,-0.318455506893,0.168179918807,0.724478460417,0.840949852056,0.0116325088477,-0.515988388703,-0.162554648624,29.3219959736
6,-0.32073312398,0.134451076852,0.741306852631,0.865483469175,0.0586389023836,-0.465214827824,-0.176281047436,29.3219959736
7,-0.320687337867,0.0983491143902,0.755977351695,0.887687744105,0.100001472434,-0.411378886322,-0.181045812889,29.3219959736
8,-0.317224303791,0.0556251885537,0.768911029365,0.9066809234,0.144998654965,-0.35224835093,-0.181180000186,29.3219959736
9,-0.311592802015,0.0197234888742,0.775960381624,0.916671856992,0.182794438025,-0.306765953659,-0.179425610495,29.3219959736
10,-0.303928657212,-0.014750405725,0.779195109393,0.921378305524,0.220590915361,-0.267019411625,-0.176358441778,29.3219959736
11,-0.294465746258,-0.0475625328925,0.779368024241,0.922202031994,0.257806394922,-0.231479189035,-0.171745916887,29.3219959736
12,-0.283485556614,-0.0784896264721,0.776916717074,0.919856452878,0.294228690546,-0.199696448487,-0.165574491455,29.3219959736
13,-0.271303132745,-0.107309239838,0.77221243223,0.914813737055,0.329732843908,-0.171545859942,-0.158000304053,29.3219959736
14,-0.258189798402,-0.133839404946,0.766169204464,0.907799220999,0.363557495802,-0.146175726731,-0.149529858271,29.3219959736
15,-0.244444724564,-0.158083950921,0.759252302462,0.899287852679,0.395397968438,-0.123307718141,-0.140488473638,29.3219959736
16,-0.227923257966,-0.183691488115,0.75023969688,0.887817971478,0.430245358401,-0.099563082324,-0.129442549935,29.3219959736
17,-0.21373404193,-0.20335649373,0.741789225839,0.876897279175,0.458219138445,-0.0823204181382,-0.119623290775,29.3219959736
18,-0.197330248184,-0.22393812709,0.731190353336,0.863137080812,0.488938986566,-0.0653209447898,-0.108010283379,29.3219959736
19,-0.183569511047,-0.23971564308,0.721546453076,0.850632091845,0.513769732551,-0.0533081762081,-0.0981017053178,29.3219959736
20,-0.170272906848,-0.25386810874,0.711452759559,0.837637085814,0.537251791754,-0.0436755830802,-0.0884141853325,29.3219959736
21,-0.157418881985,-0.266653549577,0.701318302289,0.824494878342,0.559157425293,-0.0355838111646,-0.0792777504124,29.3219959736
22,-0.143408779912,-0.279508883071,0.690043299746,0.809754296248,0.581999202162,-0.0279013773817,-0.0692562021066,29.3219959736
23,-0.132526281557,-0.288692792263,0.681195444885,0.798137243339,0.598929127605,-0.0228975986187,-0.0611272515187,29.3219959736
24,-0.122727210075,-0.29639095085,0.673238027086,0.787663584656,0.613480249968,-0.0191730177305,-0.0534832281886,29.3219959736
25,-0.112294290069,-0.304030836892,0.664797499986,0.776497614291,0.628297050673,-0.0158294189677,-0.0452073070467,29.3219959736
26,-0.104186709547,-0.30959735053,0.658302140429,0.767868373953,0.639290579346,-0.0136586546707,-0.038718943617,29.3219959736
27,-0.0956554022699,-0.315130326945,0.651574347414,0.758904433948,0.650314806906,-0.0117629389977,-0.0318801712471,29.3219959736
28,-0.0890286634025,-0.319214215127,0.646444235551,0.752054239728,0.658479731542,-0.0105345033588,-0.0266061627132,29.3219959736
29,-0.0820061920724,-0.32335376793,0.641122660254,0.744940042248,0.6667307486,-0.00943213229161,-0.0211063309716,29.3219959736
30,-0.0765226186743,-0.326461613673,0.637064622584,0.739514788074,0.672871788341,-0.0086973427016,-0.0169053513856,29.3219959736
31,-0.0706895439781,-0.329658260161,0.632861183311,0.733902856927,0.679090930027,-0.00802044437246,-0.0125609642219,29.3219959736
32,-0.0661307600295,-0.332085644785,0.629673009134,0.72965893999,0.683706541596,-0.00755881247527,-0.00927688661081,29.3219959736
33,-0.0612713946219,-0.334611672736,0.626382835031,0.725298773336,0.68837202577,-0.00712138570277,-0.00591011003009,29.3219959736
34,-0.0574520048741,-0.336556930889,0.623883470323,0.722005874644,0.691845160232,-0.00681061169866,-0.00337739713414,29.3219959736
35,-0.0533586407765,-0.338607042295,0.621300443193,0.718628105268,0.695363721227,-0.00650482429507,-0.000792956746027,29.3219959736
36,-0.0495844601243,-0.340467024194,0.61900639947,0.715654791808,0.698424737664,-0.00624227089329,0.00146247581858,29.3219959736
37,-0.0466218960556,-0.341912210533,0.617285180276,0.713450779381,0.700672258159,-0.0060505294675,0.00312460251126,29.3219959736
38,-0.0434127386496,-0.343462398325,0.615495119632,0.711186819155,0.702962189013,-0.00585401743003,0.00481659192213,29.3219959736
39,-0.0408511121136,-0.344689207436,0.614124976125,0.709478165981,0.704678089311,-0.00570522812473,0.00608052744606,29.3219959736
