,base frame,end effector frame,,,,,,
0,base_link,gripper,,,,,,
,x,y,z,qw,qx,qy,qz,time
682,-0.3199941176,0.2216903213,0.6915710146,-0.1557647468,-0.6274557102,-0.0208397282,0.7626285998,10.6694941521
683,-0.3200046171,0.2217278894,0.6915497438,-0.1558208832,-0.627467909,-0.0208273992,0.7626074318,11.185819149
684,-0.3200162836,0.2217696353,0.691526103,-0.155883264,-0.6274814627,-0.0208136999,0.7625839048,11.6998591423
685,-0.3200279507,0.2218113856,0.6915024555,-0.1559456536,-0.6274950153,-0.0208000005,0.7625603706,12.2175011635
686,-0.3200372845,0.2218447826,0.6914835311,-0.1559955608,-0.62750586,-0.0207890385,0.7625415376,12.7186291218
687,-0.320047786,0.2218823679,0.6914622385,-0.1560517302,-0.6275180543,-0.0207767104,0.7625203455,13.2188651562
688,-0.3200582876,0.2219199515,0.6914409392,-0.1561078978,-0.6275302505,-0.02076438,0.7624991472,13.7197110653
689,-0.3200687894,0.2219575334,0.6914196332,-0.1561640635,-0.6275424485,-0.0207520474,0.7624779427,14.219974041
690,-0.3200781253,0.2219909511,0.691400692,-0.1562140088,-0.6275532862,-0.0207410886,0.7624590898,14.7216050625
691,-0.3200874612,0.222024367,0.6913817454,-0.156263952,-0.6275641256,-0.0207301277,0.762440232,15.2285120487
692,-0.3200979642,0.2220619567,0.6913604238,-0.1563201337,-0.6275763225,-0.0207177943,0.762419011,15.7297041416
693,-0.320108468,0.2220995548,0.6913390979,-0.1563763305,-0.6275885161,-0.0207054627,0.7623977843,16.2306780815
694,-0.3201189724,0.2221371607,0.6913177675,-0.1564325413,-0.6276007069,-0.0206931328,0.762376552,16.731180191
695,-0.3201306443,0.2221789433,0.6912940592,-0.1564949962,-0.6276142542,-0.0206794305,0.7623529532,17.2325861454
696,-0.3201493203,0.2222458032,0.6912561118,-0.1565949396,-0.6276359285,-0.020657506,0.76231518,17.7326021194
697,-0.3201691648,0.2223168476,0.6912157722,-0.1567011428,-0.627658958,-0.0206342084,0.762275025,18.2338540554
698,-0.320185509,0.2223753716,0.6911825383,-0.156788635,-0.6276779177,-0.0206150251,0.7622419408,18.7351841927
699,-0.3202065242,0.222450622,0.691139788,-0.1569011377,-0.6277022953,-0.0205903575,0.7621993825,19.2362060547
700,-0.3202252058,0.2225175202,0.6911017687,-0.1570011585,-0.6277239631,-0.0205684297,0.7621615328,19.7364890575
701,-0.3202473917,0.2225969702,0.6910565968,-0.1571199516,-0.6277496935,-0.0205423874,0.7621165616,20.237650156
702,-0.3202684123,0.2226722603,0.6910137816,-0.1572325331,-0.6277740628,-0.0205177188,0.7620739333,20.7376670837
703,-0.3202870981,0.2227391861,0.6909757027,-0.157332611,-0.6277957271,-0.0204957864,0.762036021,21.2388551235
704,-0.3203069536,0.2228103102,0.6909352257,-0.1574389734,-0.6278187411,-0.0204724845,0.7619957188,7.5080721378
705,-0.320326811,0.2228814499,0.6908947298,-0.1575453655,-0.6278417507,-0.0204491837,0.7619553955,8.0230200291
706,-0.3203431647,0.2229400349,0.6908613632,-0.1576329844,-0.6278607028,-0.0204299904,0.7619221716,8.5391201973
707,-0.3203618566,0.2230070085,0.6908232157,-0.1577331555,-0.6278823556,-0.0204080589,0.7618841844,9.0478200913
708,-0.3203700343,0.2230363059,0.6908065191,-0.1577769756,-0.6278918313,-0.0203984607,0.7618675586,9.5628550053
709,-0.3203805496,0.2230739867,0.6907850494,-0.1578333378,-0.6279040091,-0.0203861245,0.7618461779,10.1266560555
710,-0.3203922334,0.223115853,0.6907611864,-0.1578959616,-0.6279175416,-0.0203724152,0.7618224143,10.6434221268
711,-0.3204015805,0.2231493439,0.6907420899,-0.1579460581,-0.6279283696,-0.0203614454,0.7618033978,11.1580240727
712,-0.32040976,0.2231786594,0.690725379,-0.1579899114,-0.6279378392,-0.0203518505,0.761786755,11.6694941521
713,-0.3204191078,0.2232121548,0.6907062742,-0.158040017,-0.6279486664,-0.0203408804,0.7617677297,12.185819149
714,-0.3204284565,0.2232456622,0.6906871672,-0.1580901432,-0.6279594884,-0.0203299141,0.7617487001,12.6998591423
715,-0.3204366363,0.2232749741,0.6906704428,-0.1581339928,-0.6279689617,-0.0203203147,0.7617320449,13.2175011635
716,-0.320447154,0.2233126697,0.6906489365,-0.1581903864,-0.6279811382,-0.020307975,0.7617106261,5.5080721378
717,-0.3204553347,0.2233419905,0.6906322055,-0.1582342523,-0.6279906084,-0.0202983772,0.7616939628,6.0230200291
718,-0.3204646844,0.223375502,0.6906130801,-0.1582843887,-0.6280014314,-0.0202874087,0.7616749145,6.5391201973
719,-0.3204740347,0.2234090213,0.6905939515,-0.1583345392,-0.628012251,-0.0202764409,0.7616558621,7.0478200913
720,-0.3204833848,0.2234425331,0.6905748162,-0.1583846779,-0.6280230753,-0.0202654695,0.7616368042,7.5628550053
721,-0.3204927358,0.2234760569,0.6905556786,-0.1584348373,-0.6280338943,-0.0202545018,0.7616177421,8.1266560555
722,-0.3205009177,0.2235053831,0.6905389276,-0.1584787159,-0.6280433651,-0.0202449012,0.7616010584,8.6434221268
723,-0.3205102694,0.2235389113,0.6905197817,-0.1585288843,-0.6280541834,-0.0202339332,0.7615819874,9.1580240727
724,-0.3205196208,0.2235724324,0.6905006292,-0.1585790417,-0.628065006,-0.020222961,0.7615629111,9.6694941521
725,-0.3205289731,0.2236059653,0.6904814744,-0.1586292199,-0.6280758234,-0.0202119926,0.7615438307,10.185819149
726,-0.3205371561,0.2236352997,0.6904647082,-0.1586731148,-0.6280852927,-0.0202023914,0.7615271309,10.6998591423
727,-0.320546509,0.2236688371,0.6904455451,-0.1587233019,-0.6280961093,-0.0201914226,0.7615080416,11.2175011635
728,-0.3205546926,0.2236981754,0.6904287717,-0.1587672048,-0.6281055779,-0.020181821,0.761491334,11.7186291218
729,-0.3205640462,0.2237317173,0.6904096002,-0.158817401,-0.6281163937,-0.0201708519,0.7614722357,12.2188651562
730,-0.3205733995,0.223765252,0.6903904221,-0.1588675861,-0.6281272139,-0.0201598786,0.7614531322,12.7197110653
731,-0.3205827538,0.2237987987,0.6903712417,-0.158917792,-0.6281380288,-0.0201489091,0.7614340245,13.219974041
732,-0.3205909385,0.223828145,0.6903544531,-0.1589617111,-0.628147496,-0.0201393068,0.7614173008,13.7216050625
733,-0.3206002934,0.2238616961,0.6903352644,-0.159011926,-0.6281583101,-0.020128337,0.7613981842,14.2285120487
734,-0.320609648,0.22389524,0.690316069,-0.1590621298,-0.6281691286,-0.0201173629,0.7613790622,14.7297041416
735,-0.3206190033,0.2239287912,0.6902968703,-0.1591123464,-0.6281799443,-0.0201063906,0.7613599358,15.2306780815
736,-0.3206283592,0.2239623494,0.6902776682,-0.1591625758,-0.6281907571,-0.0200954202,0.7613408049,15.731180191
737,-0.3206377149,0.2239959005,0.6902584594,-0.1592127941,-0.6282015743,-0.0200844455,0.7613216687,16.2325861454
738,-0.3206459019,0.2240252686,0.6902416502,-0.1592567539,-0.6282110345,-0.0200748463,0.7613049212,16.7326021194
739,-0.3206552582,0.2240588242,0.690222433,-0.1593069812,-0.6282218509,-0.0200638713,0.7612857761,17.2338540554
740,-0.3206646154,0.2240923916,0.6902032136,-0.1593572293,-0.6282326621,-0.0200529001,0.7612666267,17.7351841927
741,-0.3206751423,0.2241301525,0.6901815853,-0.1594137551,-0.6282448268,-0.020040555,0.7612450778,18.2362060547
742,-0.3206856694,0.2241679116,0.6901599502,-0.1594702791,-0.6282569934,-0.0200282077,0.7612235225,18.7364890575
743,-0.3206973669,0.224209875,0.6901359057,-0.1595330995,-0.6282705086,-0.0200144903,0.7611995654,19.237650156
744,-0.3207078952,0.2242476453,0.6901142598,-0.1595896444,-0.6282826716,-0.0200021445,0.7611779977,19.7376670837
745,-0.3207184241,0.2242854233,0.6900926092,-0.1596462033,-0.6282948317,-0.0199898005,0.7611564242,20.2388551235
746,-0.3207289532,0.2243231996,0.690070952,-0.1597027603,-0.6283069937,-0.0199774541,0.7611348444,6.5080721378
747,-0.3207394824,0.224360974,0.690049288,-0.1597593155,-0.6283191575,-0.0199651055,0.7611132583,7.0230200291
748,-0.3207500124,0.2243987563,0.6900276194,-0.1598158847,-0.6283313183,-0.0199527587,0.7610916665,7.5391201973
749,-0.3207617128,0.2244407401,0.6900035365,-0.1598787466,-0.6283448298,-0.0199390398,0.7610676685,8.0478200913
750,-0.3207722439,0.2244785335,0.6899818571,-0.1599353366,-0.6283569871,-0.0199266945,0.7610460641,8.5628550053
751,-0.320781605,0.224512126,0.6899625808,-0.1599856371,-0.6283677952,-0.0199157189,0.761026855,9.1266560555
752,-0.3207909662,0.2245457159,0.6899432989,-0.1600359342,-0.6283786054,-0.0199047411,0.7610076408,9.6434221268
753,-0.3208014984,0.2245835177,0.6899216037,-0.1600925412,-0.6283907611,-0.0198923951,0.7609860197,10.1580240727
754,-0.3208108603,0.2246171127,0.6899023123,-0.1601428485,-0.6284015704,-0.0198814169,0.7609667954,10.6694941521
755,-0.3208213931,0.2246549153,0.6898806053,-0.1601994591,-0.6284137275,-0.0198690685,0.7609451626,11.185819149
756,-0.3208401191,0.2247221274,0.6898420012,-0.1603001151,-0.6284353389,-0.0198471151,0.7609066894,11.6998591423
757,-0.3208635285,0.2248061559,0.6897937208,-0.1604259623,-0.6284623506,-0.0198196724,0.760858571,12.2175011635
758,-0.3208799163,0.2248649846,0.6897599079,-0.1605140733,-0.6284812572,-0.0198004617,0.7608248704,12.7186291218
759,-0.3208963054,0.2249238254,0.6897260823,-0.1606022069,-0.62850016,-0.0197812526,0.7607911553,13.2188651562
760,-0.320913866,0.224986872,0.6896898242,-0.1606966437,-0.6285204142,-0.0197606685,0.7607550155,13.7197110653
761,-0.3209302569,0.2250457231,0.689655969,-0.1607847999,-0.6285393167,-0.0197414561,0.7607212699,14.219974041
762,-0.3209478198,0.2251087858,0.6896196804,-0.1608792694,-0.6285595679,-0.0197208707,0.7606850975,14.7216050625
763,-0.3209677257,0.2251802669,0.6895785342,-0.1609863552,-0.6285825174,-0.0196975399,0.7606440818,15.2285120487
764,-0.3209864618,0.2252475483,0.6895397888,-0.1610871538,-0.6286041175,-0.0196755786,0.7606054588,15.7297041416
765,-0.3210063707,0.2253190501,0.6894986032,-0.1611942818,-0.6286270631,-0.0196522461,0.7605644011,16.2306780815
766,-0.3210239386,0.2253821489,0.6894622462,-0.1612888246,-0.6286473077,-0.019631658,0.7605281557,16.731180191
767,-0.3210403363,0.2254410486,0.6894282986,-0.1613770799,-0.6286662011,-0.0196124417,0.7604943115,17.2325861454
768,-0.3210567353,0.2254999604,0.6893943384,-0.1614653579,-0.6286850909,-0.019593227,0.7604604528,17.7326021194
769,-0.3210684493,0.2255420412,0.6893700719,-0.1615284169,-0.6286985844,-0.0195795004,0.7604362588,18.2338540554
770,-0.3210778209,0.2255757086,0.6893506536,-0.1615788696,-0.6287093787,-0.0195685189,0.7604168982,18.7351841927
771,-0.3210860213,0.2256051694,0.6893336589,-0.1616230195,-0.6287188235,-0.0195589099,0.7603999537,19.2362060547
772,-0.3210953935,0.2256388418,0.6893142323,-0.1616734822,-0.6287296166,-0.0195479281,0.7603805842,19.7364890575
773,-0.3211035944,0.2256683058,0.6892972301,-0.161717639,-0.628739061,-0.0195383188,0.7603636318,20.237650156
774,-0.3211129669,0.2257019772,0.6892777938,-0.1617681016,-0.6287498561,-0.0195273345,0.7603442529,20.7376670837
775,-0.3211246834,0.2257440757,0.6892534935,-0.1618311967,-0.6287633464,-0.0195136065,0.7603200229,21.2388551235
776,-0.3211352286,0.2257819676,0.6892316172,-0.1618879888,-0.628775487,-0.0195012511,0.7602982094,7.5080721378
777,-0.3211446028,0.2258156566,0.6892121678,-0.1619384837,-0.6287862758,-0.0194902703,0.7602788148,8.0230200291
778,-0.3211539768,0.2258493382,0.6891927118,-0.1619889674,-0.628797069,-0.0194792853,0.7602594149,8.5391201973
779,-0.3211633516,0.225883032,0.6891732535,-0.1620394719,-0.6288078569,-0.0194683042,0.7602400107,9.0478200913
780,-0.3211727265,0.2259167232,0.6891537896,-0.1620899733,-0.6288186467,-0.0194573208,0.7602206014,9.5628550053
781,-0.3211821015,0.225950412,0.68913432,-0.1621404714,-0.6288294386,-0.0194463352,0.760201187,10.1266560555
782,-0.3211903053,0.2259799013,0.6891172827,-0.1621846774,-0.6288388762,-0.0194367266,0.760184196,10.6434221268
783,-0.3211996809,0.2260135938,0.6890978045,-0.1622351834,-0.6288496676,-0.0194257406,0.7601647725,11.1580240727
784,-0.3212090573,0.226047299,0.6890783242,-0.1622857114,-0.6288604533,-0.0194147586,0.7601453448,11.6694941521
785,-0.3212184335,0.2260809969,0.6890588371,-0.1623362282,-0.6288712435,-0.0194037723,0.7601259118,12.185819149
786,-0.3212266385,0.2261104936,0.6890417843,-0.1623804494,-0.6288806799,-0.019394163,0.7601089044,12.6998591423
787,-0.3212360153,0.2261441959,0.6890222888,-0.1624309751,-0.6288914693,-0.0193831763,0.7600894623,13.2175011635
788,-0.321245393,0.2261779103,0.689002791,-0.1624815218,-0.6289022533,-0.0193721936,0.7600700159,13.7186291218
789,-0.3212547705,0.2262116173,0.6889832864,-0.1625320572,-0.6289130417,-0.0193612066,0.7600505641,14.2188651562
790,-0.3212641488,0.2262453364,0.6889637795,-0.1625826134,-0.6289238248,-0.0193502235,0.760031108,14.7197110653
791,-0.3212723546,0.2262748335,0.6889467052,-0.1626268391,-0.6289332643,-0.0193406094,0.7600140796,15.219974041
792,-0.3212829057,0.2263127671,0.6889247489,-0.1626837164,-0.628945397,-0.0193282507,0.7599921807,15.7216050625
793,-0.3212934574,0.2263507086,0.6889027879,-0.1627406077,-0.6289575268,-0.0193158939,0.7599702759,16.2285120487
794,-0.3213063539,0.2263970748,0.6888759365,-0.162810132,-0.6289723568,-0.0193007862,0.7599434946,16.7297041416
795,-0.3213157341,0.2264308068,0.6888564047,-0.1628607147,-0.6289831374,-0.0192898021,0.759924012,17.2306780815
796,-0.3213239414,0.2264603152,0.6888393087,-0.1629049635,-0.6289925747,-0.0192801871,0.7599069602,17.731180191
797,-0.3213333222,0.2264940517,0.6888197684,-0.1629555553,-0.6290033545,-0.0192692027,0.7598874685,18.2325861454
798,-0.3213415301,0.2265235639,0.6888026649,-0.1629998119,-0.6290127911,-0.0192595874,0.7598704088,18.7326021194
799,-0.3213509115,0.2265573048,0.6887831161,-0.1630504127,-0.6290235701,-0.0192486026,0.7598509081,19.2338540554
800,-0.3213602926,0.2265910384,0.6887635607,-0.1631010022,-0.6290343535,-0.0192376136,0.759831402,19.7351841927
801,-0.3213685019,0.2266205662,0.6887464479,-0.163145287,-0.6290437841,-0.0192280019,0.7598143306,20.2362060547
802,-0.3213778836,0.2266543042,0.688726884,-0.1631958855,-0.6290545666,-0.0192170126,0.7597948154,20.7364890575
803,-0.3213860934,0.2266838359,0.6887097638,-0.1632401782,-0.6290639964,-0.0192074006,0.7597777362,21.237650156
804,-0.3213954758,0.2267175783,0.6886901913,-0.1632907857,-0.6290747782,-0.0191964109,0.7597582119,21.7376670837
805,-0.321404859,0.2267513326,0.6886706165,-0.1633414141,-0.6290855546,-0.0191854252,0.7597386833,22.2388551235
806,-0.321414242,0.2267850797,0.6886510349,-0.1633920312,-0.6290963355,-0.0191744351,0.7597191493,8.5080721378
807,-0.3214224529,0.2268146194,0.6886338994,-0.1634363402,-0.6291057638,-0.0191648225,0.7597020536,9.0230200291
808,-0.3214318365,0.2268483709,0.6886143093,-0.1634869664,-0.6291165438,-0.0191538322,0.7596825106,9.5391201973
809,-0.3214412209,0.2268821344,0.6885947169,-0.1635376134,-0.6291273184,-0.0191428457,0.7596629632,10.0478200913
810,-0.3214494321,0.2269116703,0.6885775678,-0.1635819184,-0.6291367505,-0.0191332286,0.7596458548,10.5628550053
811,-0.3214588172,0.2269454383,0.6885579668,-0.1636325745,-0.6291475243,-0.0191222418,0.7596262983,11.1266560555
812,-0.321468202,0.2269791988,0.6885383592,-0.1636832192,-0.6291583026,-0.0191112508,0.7596067365,11.6434221268
813,-0.3214775875,0.2270129662,0.6885187479,-0.1637338762,-0.6291690783,-0.0191002622,0.7595871699,12.1580240727
814,-0.3214869735,0.2270467416,0.6884991335,-0.1637845473,-0.6291798504,-0.0190892743,0.759567599,12.6694941521
815,-0.3214963594,0.2270805093,0.6884795122,-0.1638352065,-0.6291906273,-0.0190782827,0.7595480226,13.185819149
816,-0.321505746,0.2271142889,0.6884598885,-0.1638858866,-0.6292013989,-0.0190672951,0.7595284419,13.6998591423
817,-0.3215151325,0.2271480613,0.6884402581,-0.1639365553,-0.6292121749,-0.0190563031,0.7595088558,14.2175011635
818,-0.3215245198,0.2271818457,0.6884206254,-0.163987245,-0.6292229456,-0.0190453151,0.7594892653,6.5080721378
819,-0.3215339072,0.2272156282,0.6884009872,-0.1640379326,-0.6292337179,-0.019034325,0.7594696698,7.0230200291
820,-0.3215456416,0.2272578533,0.6883764315,-0.1641012882,-0.6292471859,-0.0190205848,0.7594451682,7.5391201973
821,-0.3215550297,0.2272916405,0.6883567829,-0.1641519855,-0.6292579576,-0.0190095942,0.7594255617,8.0478200913
822,-0.3215644184,0.2273254349,0.6883371308,-0.1642026956,-0.6292687263,-0.0189986055,0.7594059506,8.5628550053
823,-0.3215738069,0.2273592219,0.688317472,-0.1642533944,-0.6292794995,-0.0189876124,0.7593863342,9.1266560555
824,-0.3215831962,0.2273930209,0.6882978107,-0.1643041141,-0.6292902673,-0.0189766234,0.7593667133,9.6434221268
825,-0.3215925853,0.2274268126,0.6882781428,-0.1643548225,-0.6293010397,-0.01896563,0.7593470871,10.1580240727
826,-0.3216019751,0.2274606111,0.6882584713,-0.1644055431,-0.6293118093,-0.0189546391,0.7593274562,10.6694941521
827,-0.3216113653,0.2274944176,0.6882387965,-0.1644562779,-0.6293225755,-0.0189436489,0.7593078208,11.185819149
828,-0.3216207554,0.2275282163,0.6882191149,-0.1645070007,-0.6293333464,-0.018932655,0.75928818,11.6998591423
829,-0.3216301463,0.2275620271,0.6881994309,-0.1645577444,-0.629344112,-0.018921665,0.7592685349,12.2175011635
830,-0.3216395371,0.2275958305,0.6881797402,-0.1646084768,-0.629354882,-0.0189106708,0.7592488843,12.7186291218
831,-0.3216501023,0.2276338676,0.6881575839,-0.1646655656,-0.629366995,-0.0188983044,0.7592267719,13.2188651562
832,-0.3216594942,0.2276676857,0.6881378857,-0.1647163244,-0.6293777592,-0.0188873139,0.7592071115,13.7197110653
833,-0.321668886,0.2277014965,0.6881181807,-0.1647670718,-0.6293885278,-0.0188763191,0.7591874457,14.219974041
834,-0.3216782785,0.2277353193,0.6880984733,-0.1648178401,-0.629399291,-0.0188653283,0.7591677756,14.7216050625
835,-0.3216876709,0.2277691347,0.6880787592,-0.1648685971,-0.6294100587,-0.0188543332,0.7591481,15.2285120487
836,-0.3216970638,0.2278029573,0.6880590416,-0.164919367,-0.6294208235,-0.0188433399,0.7591284199,15.7297041416
837,-0.3217064573,0.2278367872,0.6880393206,-0.1649701498,-0.6294315854,-0.0188323486,0.7591087351,16.2306780815
838,-0.3217146765,0.2278663807,0.6880220587,-0.1650145729,-0.6294410065,-0.0188227277,0.7590915063,16.731180191
839,-0.3217240706,0.2279002153,0.6880023292,-0.1650653653,-0.6294517672,-0.0188117355,0.7590718125,17.2325861454
840,-0.3217334645,0.2279340421,0.6879825928,-0.1651161457,-0.6294625327,-0.0188007395,0.7590521132,17.7326021194
841,-0.3217428592,0.227967881,0.6879628541,-0.1651669471,-0.6294732928,-0.0187897475,0.7590324095,18.2338540554
842,-0.3217522538,0.2280017125,0.6879431086,-0.1652177371,-0.6294840574,-0.0187787512,0.7590127004,18.7351841927
843,-0.3217604748,0.2280313262,0.6879258295,-0.1652621974,-0.6294934714,-0.0187691332,0.7589954514,19.2362060547
844,-0.3217698699,0.2280651621,0.6879060754,-0.1653129964,-0.6295042351,-0.0187581366,0.7589757331,19.7364890575
845,-0.3217792659,0.22809901,0.6878863189,-0.1653638164,-0.6295149934,-0.0187471439,0.7589560105,20.237650156
846,-0.3217898364,0.2281370863,0.6878640862,-0.1654209855,-0.6295270988,-0.0187347746,0.7589338164,20.7376670837
847,-0.321801582,0.2281793968,0.6878393763,-0.1654845139,-0.6295405485,-0.0187210308,0.7589091491,21.2388551235
848,-0.321813328,0.2282217109,0.6878146594,-0.1655480497,-0.6295539974,-0.0187072866,0.7588844741,7.5080721378
849,-0.3218215503,0.2282513285,0.6877973522,-0.1655925219,-0.6295634136,-0.0186976635,0.7588671968,8.0230200291
850,-0.3218321227,0.2282894211,0.6877750973,-0.1656497227,-0.6295755143,-0.0186852954,0.7588449782,8.5391201973
851,-0.3218426953,0.2283275122,0.6877528356,-0.1657069222,-0.6295876168,-0.0186729251,0.7588227531,9.0478200913
852,-0.3218520932,0.2283613685,0.6877330414,-0.1657577632,-0.6295983765,-0.018661927,0.7588029921,9.5628550053
853,-0.321861492,0.228395237,0.6877132449,-0.1658086251,-0.6296091308,-0.0186509328,0.7587832266,10.1266560555
854,-0.3218732405,0.2284375697,0.6876884914,-0.1658721992,-0.6296225761,-0.0186371873,0.7587585126,10.6434221268
855,-0.3218826395,0.2284714336,0.6876686823,-0.1659230558,-0.6296333343,-0.0186261887,0.7587387356,11.1580240727
856,-0.3218920392,0.2285053097,0.6876488709,-0.1659739333,-0.6296440871,-0.018615194,0.7587189543,11.6694941521
857,-0.3219014388,0.2285391783,0.6876290527,-0.1660247995,-0.6296548444,-0.018604195,0.7586991675,12.185819149
858,-0.3219096642,0.2285688244,0.68761171,-0.1660693265,-0.629664252,-0.0185945747,0.7586818505,12.6998591423
859,-0.3219190643,0.2286026973,0.6875918832,-0.1661202017,-0.6296750085,-0.0185835754,0.7586620545,13.2175011635
860,-0.3219284651,0.2286365776,0.6875720529,-0.1661710897,-0.629685762,-0.018572578,0.7586422539,13.7186291218
861,-0.321936691,0.2286662246,0.6875546976,-0.1662156207,-0.6296951709,-0.0185629551,0.7586249244,14.2188651562
862,-0.3219460923,0.2287001096,0.6875348588,-0.1662665184,-0.6297059233,-0.0185519574,0.7586051146,14.7197110653
863,-0.3219554942,0.228734001,0.6875150162,-0.1663174277,-0.6297166732,-0.0185409616,0.7585853001,15.219974041
864,-0.3219637209,0.228763654,0.6874976494,-0.1663619708,-0.629726081,-0.0185313383,0.7585679581,15.7216050625
865,-0.3219731232,0.2287975453,0.6874777973,-0.1664128816,-0.6297368323,-0.0185203401,0.7585481342,16.2285120487
866,-0.3219825254,0.228831434,0.6874579395,-0.1664637891,-0.6297475856,-0.0185093397,0.7585283051,16.7297041416
867,-0.3219907532,0.2288610977,0.6874405621,-0.1665083523,-0.6297569897,-0.0184997181,0.7585109511,17.2306780815
868,-0.3220001561,0.2288949908,0.6874206957,-0.1665592689,-0.6297677422,-0.0184887174,0.7584911128,17.731180191
869,-0.3220095598,0.228928896,0.6874008269,-0.1666102064,-0.6297784892,-0.0184777206,0.7584712701,18.2325861454
870,-0.3220177878,0.2289585558,0.6873834358,-0.1666547655,-0.6297878971,-0.0184680944,0.7584539032,18.7326021194
871,-0.3220271921,0.2289924654,0.6873635583,-0.166705712,-0.6297986433,-0.0184570973,0.7584340512,19.2338540554
872,-0.3220354206,0.229022129,0.6873461598,-0.1667502789,-0.6298080504,-0.0184474709,0.7584166763,19.7351841927
873,-0.3220460011,0.2290602817,0.6873237874,-0.1668076031,-0.6298201392,-0.0184350986,0.7583943321,20.2362060547
874,-0.3220554058,0.2290941885,0.687303894,-0.1668585478,-0.6298308889,-0.0184240969,0.7583744649,20.7364890575
875,-0.3220636357,0.229123868,0.6872864855,-0.1669031435,-0.6298402899,-0.0184144741,0.7583570776,21.237650156
876,-0.322073041,0.2291577792,0.6872665834,-0.1669540972,-0.6298510387,-0.0184034721,0.7583372011,21.7376670837
877,-0.3220824471,0.2291917024,0.6872466789,-0.1670050719,-0.6298617822,-0.0183924741,0.7583173203,22.2388551235
878,-0.3220918533,0.2292256232,0.6872267687,-0.1670560433,-0.6298725276,-0.0183814739,0.7582974343,8.5080721378
879,-0.3221012595,0.2292595413,0.6872068528,-0.1671070113,-0.6298832751,-0.0183704714,0.7582775431,9.0230200291
880,-0.3221106666,0.2292934715,0.6871869344,-0.1671580003,-0.6298940171,-0.0183594728,0.7582576475,9.5391201973
881,-0.3221200734,0.2293273943,0.6871670093,-0.167208978,-0.6299047636,-0.01834847,0.7582377464,10.0478200913
882,-0.3221294811,0.2293613292,0.6871470818,-0.1672599766,-0.6299155047,-0.0183374712,0.7582178409,10.5628550053
883,-0.3221400649,0.2293995032,0.6871246566,-0.1673173467,-0.6299275907,-0.0183250949,0.7581954411,11.1266560555
884,-0.3221506487,0.2294376753,0.6871022244,-0.1673747147,-0.6299396786,-0.0183127164,0.7581730348,11.6434221268
885,-0.3221600572,0.2294716129,0.6870822808,-0.1674257208,-0.6299504206,-0.018301715,0.758153113,12.1580240727
886,-0.3221706423,0.2295098003,0.6870598398,-0.1674831165,-0.6299625024,-0.0182893403,0.7581306954,12.6694941521
887,-0.3221800511,0.2295437379,0.6870398853,-0.1675341247,-0.629973246,-0.0182783364,0.7581107629,13.185819149
888,-0.3221894606,0.2295776824,0.6870199271,-0.1675851451,-0.6299839869,-0.018267335,0.7580908256,13.6998591423
889,-0.3222000468,0.2296158784,0.68699747,-0.1676425583,-0.6299960667,-0.0182549592,0.7580683908,14.2175011635
890,-0.3222094566,0.2296498232,0.6869775011,-0.1676935814,-0.6300068088,-0.0182439548,0.7580484429,14.7186291218
891,-0.3222188672,0.2296837802,0.6869575297,-0.1677446256,-0.6300175454,-0.0182329544,0.7580284905,15.2188651562
892,-0.3222282779,0.2297177346,0.6869375526,-0.1677956664,-0.6300282841,-0.0182219518,0.7580085329,15.7197110653
893,-0.3222376886,0.2297516865,0.6869175698,-0.167846704,-0.6300390248,-0.018210947,0.7579885702,16.219974041
894,-0.3222471002,0.2297856504,0.6868975845,-0.1678977625,-0.63004976,-0.0181999461,0.757968603,16.7216050625
895,-0.3222553351,0.2298153616,0.6868800916,-0.1679424274,-0.6300591577,-0.0181903163,0.7579511272,17.2285120487
896,-0.3222647472,0.2298493299,0.6868600977,-0.1679934949,-0.630069892,-0.0181793152,0.7579311508,17.7297041416
897,-0.3222741592,0.2298832908,0.686840097,-0.168044551,-0.6300806309,-0.0181683097,0.7579111689,18.2306780815
898,-0.322283572,0.2299172637,0.6868200938,-0.1680956281,-0.6300913643,-0.0181573082,0.7578911825,18.731180191
899,-0.3222941614,0.2299554805,0.6867975835,-0.1681530864,-0.6301034417,-0.0181449291,0.7578686917,19.2325861454
900,-0.3223035743,0.2299894486,0.6867775684,-0.1682041574,-0.6301141791,-0.0181339231,0.7578486944,19.7326021194
901,-0.3223141645,0.2300276706,0.6867550469,-0.1682616265,-0.6301262556,-0.0181215441,0.7578261916,20.2338540554
902,-0.3223247553,0.2300659012,0.6867325208,-0.1683191111,-0.6301383284,-0.0181091659,0.757803683,20.7351841927
903,-0.3223353463,0.2301041295,0.6867099877,-0.168376593,-0.6301504034,-0.0180967859,0.7577811678,21.2362060547
904,-0.3223435839,0.2301338646,0.6866924579,-0.1684213053,-0.6301597947,-0.0180871569,0.7577636517,21.7364890575
905,-0.3223529987,0.2301678498,0.6866724196,-0.1684724098,-0.6301705271,-0.0180761522,0.7577436286,22.237650156
906,-0.3223612369,0.2301975887,0.6866548822,-0.1685171298,-0.6301799177,-0.0180665229,0.7577261043,22.7376670837
907,-0.3223706523,0.2302315788,0.6866348353,-0.1685682442,-0.6301906488,-0.018055518,0.7577060719,23.2388551235
908,-0.3223800677,0.2302655651,0.6866147823,-0.168619353,-0.6302013828,-0.0180445107,0.7576860343,9.5080721378
