,base frame,end effector frame
0,arm_base_link,arm_7_link
,px,py,pz,qx,qy,qz,qw,time
0,-0.702215460371,-0.390428933265,-0.0891854950436,-0.730238098698,-0.225760797455,0.618451456298,-0.180613337672,0.419746875763
1,-0.734234613845,-0.283781392299,-0.150796033556,-0.787071159733,-0.369115106221,0.490957216547,0.0505276102393,0.922352075577
2,-0.759557248468,-0.112083525407,-0.156646103831,-0.787473210757,-0.36327497834,0.374247729258,0.327375731533,1.42678999901
3,-0.704981971628,0.0575053963782,-0.12560058579,-0.706550220264,-0.311570326165,0.186039731506,0.606975235408,1.92741894722
4,-0.60885872492,0.161254417069,-0.086753688962,-0.600686067905,-0.220378875043,0.0326596149813,0.767373278665,2.42868494987
5,-0.51673735861,0.211443356164,-0.0418805597418,-0.476185563534,-0.0971642047324,0.0135496451821,0.873465416325,2.93568706512
6,-0.435598106763,0.224085844218,-0.000652736059426,-0.347862701095,-0.0166578562401,0.0195889324313,0.936829403221,3.43649101257
7,-0.36663450804,0.211728268547,0.0348255022895,-0.231681709781,0.0201643561019,0.0171763163376,0.972080736489,3.93819093704
8,-0.312002707917,0.187214299643,0.0598204916769,-0.143973184261,0.0297623967556,0.00820223660673,0.988755604418,4.44180297852
9,-0.269093239604,0.162345997289,0.072691981495,-0.0894352158166,0.0301730066618,8.24116750801e-05,0.995193410875,4.94306302071
10,-0.234905549818,0.140103766141,0.0794778773047,-0.0544103257243,0.0257368101131,-0.00115045340021,0.997845082925,5.44582486153
11,-0.214160153669,0.127858765974,0.0834225708228,-0.0364029944227,0.0154762605963,0.0142796709011,0.998774448188,5.95084095001
12,-0.19474812195,0.11588289016,0.0845420449155,-0.0265079902388,0.00856666214129,0.0211072145072,0.999048259219,6.45156788826
13,-0.176779359276,0.104306904955,0.0838774679893,-0.0212660554303,0.00452395024291,0.023174947732,0.999154247631,6.95784687996
14,-0.160304186662,0.0932307588394,0.0821702991773,-0.0184688437275,0.00246056979209,0.0229029082954,0.999223350507,7.45810604095
15,-0.145322428849,0.0827485200997,0.0798558861992,-0.0169024509867,0.00168950070144,0.021467037132,0.999284553596,7.96153497696
16,-0.131803107665,0.0729526290239,0.0772066696971,-0.0158867394061,0.00169461463631,0.019505123574,0.999341428115,8.4675359726
17,-0.119634837574,0.0638467827552,0.0743990470243,-0.0150523253614,0.00209227289344,0.0173694804207,0.999392991293,8.96764588356
18,-0.10831350055,0.0551504481271,0.0714156057449,-0.0142004907179,0.00268259017906,0.0151509822358,0.999440142035,9.47196793556
19,-0.0986155667409,0.0475670554571,0.068549957214,-0.0133278462102,0.00327146237312,0.013121380876,0.999479112044,9.97768306732
20,-0.0899531543372,0.0407146885591,0.0657254972535,-0.0123914930675,0.00379263850831,0.0112361301491,0.999512289155,10.478746891
21,-0.0822071341658,0.0345531719528,0.0629623199165,-0.0114079295535,0.00420594016309,0.00950923259712,0.999540266175,10.9839198589
22,-0.0752877355449,0.029062418331,0.0602733065217,-0.0104045058206,0.00449590234925,0.00794727735651,0.999563591726,11.4864370823
23,-0.0690980289335,0.0241948164522,0.0576645471284,-0.00940906026726,0.00466580211454,0.00654639838714,0.999582835259,11.9864740372
24,-0.0629290451794,0.0194256787546,0.0548418093911,-0.00833507915574,0.00472838554873,0.00515748124398,0.999600204688,12.5388729572
25,-0.0578949223002,0.0155538771588,0.052385228014,-0.00740734786974,0.00470487230504,0.00401672697327,0.999612855699,13.0513980389
26,-0.0533483223466,0.0121439639039,0.0500066768859,-0.00653897350262,0.00460563841308,0.00299943727873,0.999622945563,13.5537378788
27,-0.0492641605071,0.00919688441976,0.0477129928428,-0.00574472192447,0.00444315288335,0.00211656959113,0.999630820201,14.0603120327
28,-0.0454364488971,0.0065532816146,0.0454134037027,-0.00500100220074,0.00422817411827,0.00131977521494,0.999637119516,14.5765008926
29,-0.0421205907578,0.00438227844134,0.0432864558035,-0.0043704370802,0.00399276709224,0.000658516024882,0.999641697533,15.0770590305
30,-0.0391230100939,0.00253595628994,0.0412426678578,-0.0038212220395,0.00374216000875,9.0887700234e-05,0.999645130154,15.5814979076
31,-0.0362957248287,0.000907364316358,0.0392023398959,-0.00332821669406,0.00347662249245,-0.000415944656285,0.999647769497,16.0894238949
32,-0.033820597766,-0.000417714360977,0.0373206980583,-0.0029214178358,0.00322360086051,-0.000834268525502,0.999649627475,16.5892598629
33,-0.0316072802724,-0.00147859219479,0.0355411465283,-0.00259195762895,0.00298172540941,-0.00117447971884,0.999650944914,17.0982029438
34,-0.0295794197583,-0.00236744677784,0.0338416723274,-0.00231189786834,0.00275158687013,-0.00146601303455,0.999651906767,17.599255085
35,-0.0277089615612,-0.00311616162273,0.0322170010543,-0.00207188889086,0.00253326258692,-0.00171891082527,0.99965260726,18.1015300751
36,-0.0259165711471,-0.00376216259692,0.0306072580099,-0.00186014025184,0.00231935443207,-0.00194451054819,0.999653129516,18.6086800098
37,-0.0243213611912,-0.00427668387768,0.0291321267464,-0.0016866148838,0.00212580341986,-0.00213123462979,0.999653487029,19.1086540222
38,-0.0228402471837,-0.00469987230863,0.0277268719531,-0.00153873487378,0.00194397973666,-0.0022919128305,0.999653740239,19.6099429131
39,-0.0214654013828,-0.00504132650818,0.0263917530978,-0.0014138282914,0.00177393135558,-0.00242918913056,0.999653916762,20.113355875
40,-0.0201838751202,-0.00531516044031,0.0251221744814,-0.00130759941651,0.00161471669064,-0.00254706371709,0.999654037825,20.6126949787
41,-0.0189863287863,-0.00553148971801,0.0239150061097,-0.00121709948348,0.00146562188965,-0.00264845080749,0.999654118348,21.1145069599
42,-0.0185172958322,-0.00342890040859,0.0228188325101,-0.00226575113124,0.000864799850095,0.00113429475292,0.999655856717,21.6179220676
43,-0.0176683096662,-0.0035599480982,0.0213978205568,-0.00170318454923,0.00124176101936,0.000850360125477,0.999656858167,22.1190629005
44,-0.0168127609028,-0.0037595399642,0.0201347458846,-0.00117453197862,0.00144196656261,0.000281441422197,0.999657672405,22.6233298779
45,-0.015999603623,-0.00383579975316,0.0190294405642,-0.000763513275748,0.0014292000036,3.08421467367e-05,0.999658128304,23.1268410683
46,-0.0152273896308,-0.00383712396863,0.018026461049,-0.000464156662093,0.0013177582536,-6.9573366621e-05,0.999658463292,23.6279799938
47,-0.0144945621943,-0.00379229653826,0.017094919819,-0.000257386847569,0.00117065023872,-0.000102886116931,0.999658718136,24.1307330132
48,-0.0137721006763,-0.0037149973321,0.0161845956791,-0.00011727351669,0.00101327053037,-0.000107237156203,0.999658915846,24.6428198814
49,-0.0131143084098,-0.00362169224685,0.0153582157791,-3.58522766866e-05,0.000872797554816,-0.000100291695211,0.999659055319,25.1427590847
50,-0.0124898454377,-0.00351728233998,0.0145744855521,1.06640072979e-05,0.000747965998611,-9.07620144288e-05,0.999659158011,25.6446359158
51,-0.0118963795938,-0.00340626123689,0.0138307496522,3.41183641924e-05,0.000638885016098,-8.16069402816e-05,0.99965923394,26.1465210915
52,-0.0113324487101,-0.00329153642883,0.0131261322544,4.25323473341e-05,0.000544214961187,-7.38445520269e-05,0.999659290242,26.6482870579
53,-0.0107958023948,-0.00317529616772,0.012458567403,4.20009454225e-05,0.000461472085578,-6.76157511194e-05,0.999659332327,27.150799036
54,-0.0102848003007,-0.00305897358004,0.0118266026886,3.62971261624e-05,0.000388485977796,-6.27436035701e-05,0.999659363896,27.6575438976
55,-0.00979847068066,-0.00294361894976,0.0112294990794,2.7835490662e-05,0.00032353641209,-5.89823571958e-05,0.999659387527,28.1587469578
56,-0.00931727415038,-0.00282551583773,0.0106435200924,1.78245200922e-05,0.000262761115492,-5.59643133697e-05,0.999659405751,28.6679530144
57,-0.00887681092786,-0.00271429837452,0.0101117913076,7.9855759077e-06,0.000209541832338,-5.36947382208e-05,0.999659418575,29.1686890125
