,base frame,end effector frame
0,arm_base_link,arm_7_link
,px,py,pz,qw,qx,qy,qz,time
0,-0.00817887050465,-0.0131073855374,1.02753452785,0.999997250866,0.0011093382218,-0.00193904721293,0.000712547811769,28.1667399406
1,-0.00812857409465,-0.0130502658228,1.02759732195,0.999997236781,0.00111151722899,-0.00194023088373,0.000725578535627,28.1667399406
2,-0.00809107215841,-0.0130782697551,1.02759889709,0.999996907654,0.00113379492426,-0.00194583816161,0.00105494315701,28.1667399406
3,-0.00807592087551,-0.0130670177351,1.02761385639,0.999996872113,0.00113610358688,-0.00194638601039,0.0010847185587,28.1667399406
4,-0.00806482885879,-0.0130503954427,1.02763003518,0.99999691206,0.00113446393832,-0.00194717341609,0.00104755785933,28.1667399406
5,-0.00805410134543,-0.0130334764898,1.0276461879,0.999996958301,0.00113244968286,-0.00194807350565,0.00100297345346,28.1667399406
6,-0.00804167655554,-0.0130143368068,1.02766458212,0.999997003341,0.00113043986171,-0.00194902578756,0.000957450981833,28.1667399406
7,-0.00803057732254,-0.0129978424052,1.02768061152,0.999997034197,0.00112905990519,-0.00194975991225,0.000924800981832,28.1667399406
8,-0.00801925794313,-0.0129815943804,1.02769657757,0.999997057747,0.00112803438167,-0.00195039921198,0.000898876562665,28.1667399406
9,-0.00800778102532,-0.0129655280515,1.02771248831,0.999997076221,0.00112726432886,-0.00195096953302,0.000877805922339,28.1667399406
10,-0.00799617333845,-0.0129496209195,1.02772834557,0.999997090657,0.00112670286887,-0.0019514847485,0.000860769701243,28.1667399406
11,-0.00798444473923,-0.0129338615401,1.02774415009,0.999997101774,0.00112632546268,-0.001951946838,0.000847194034556,28.1667399406
12,-0.00797261756886,-0.0129182285128,1.02775990426,0.999997110277,0.0011260964374,-0.00195236591988,0.000836428412545,28.1667399406
13,-0.00796070291687,-0.012902713035,1.02777560857,0.999997116612,0.0011259954602,-0.00195274639732,0.000828059827095,28.1667399406
14,-0.00794871358945,-0.0128873023801,1.02779126426,0.999997121181,0.00112600107069,-0.00195309410129,0.00082169070583,28.1667399406
15,-0.0079366603823,-0.0128719864038,1.02780687223,0.999997124296,0.00112609563035,-0.00195341402527,0.000816995497709,28.1667399406
16,-0.0079245509553,-0.0128567581485,1.027822433,0.999997126206,0.00112626622204,-0.00195370906821,0.000813710967249,28.1667399406
17,-0.00791065856271,-0.0128394453917,1.02784016119,0.999997127219,0.00112653401134,-0.00195402300586,0.000811337982116,28.1667399406
18,-0.0078984555103,-0.0128243800321,1.02785562306,0.999997127193,0.00112682681868,-0.00195427767698,0.000810349223844,28.1667399406
19,-0.00788620901956,-0.0128093945166,1.0278710366,0.999997126429,0.00112716795835,-0.00195451485983,0.000810245384182,28.1667399406
20,-0.0078739358592,-0.012794468506,1.02788640573,0.999997125135,0.00112754317586,-0.00195474006437,0.000810776501617,28.1667399406
21,-0.00786164161325,-0.0127795971692,1.02790173074,0.999997123405,0.00112794503842,-0.00195495660016,0.000811828557719,28.1667399406
22,-0.00784932934609,-0.0127647778762,1.02791701178,0.999997121308,0.00112836944907,-0.00195516563105,0.000813317308435,28.1667399406
23,-0.00783700463948,-0.0127500042242,1.02793225002,0.999997118912,0.0011288115071,-0.00195536920177,0.000815158125256,28.1667399406
24,-0.00782290802461,-0.012733171879,1.02794961331,0.999997115867,0.00112933434552,-0.00195559671614,0.000817620360741,28.1667399406
25,-0.00781056082153,-0.0127184946928,1.02796475891,0.999997112958,0.00112980668105,-0.00195579076531,0.000820058044746,28.1667399406
26,-0.00779819990206,-0.0127038696247,1.02797985881,0.999997109849,0.00113029198613,-0.00195597990952,0.000822724489883,28.1667399406
27,-0.00778583445415,-0.0126892840417,1.02799491606,0.99999710659,0.00113078568155,-0.00195616678551,0.00082555836238,28.1667399406
28,-0.0077734677377,-0.0126747346149,1.02800993115,0.999997103207,0.00113128537251,-0.00195635292453,0.000828525539804,28.1667399406
29,-0.0077611015802,-0.0126602193556,1.02802490444,0.999997099718,0.00113178987132,-0.00195653886513,0.000831602141731,28.1667399406
30,-0.0077469759486,-0.012643662942,1.02804196811,0.999997095627,0.00113236972879,-0.00195675291416,0.000835221587686,28.1667399406
31,-0.00773461794579,-0.012629212326,1.0280568538,0.999997091961,0.00113288092849,-0.00195694047172,0.000838471043928,28.1667399406
32,-0.00772225652195,-0.0126148047772,1.02807169467,0.999997088225,0.00113339711246,-0.00195712684109,0.000841788235827,28.1667399406
33,-0.00770990119333,-0.0126004255815,1.02808649488,0.999997084432,0.00113391474169,-0.00195731481006,0.000845153421624,28.1667399406
34,-0.00769755251837,-0.0125860742108,1.02810125448,0.999997080589,0.00113443418913,-0.00195750410487,0.000848558014048,28.1667399406
35,-0.00768521050081,-0.0125717516439,1.02811597302,0.999997076702,0.00113495494488,-0.00195769510169,0.000851994054792,28.1667399406
36,-0.00767287608028,-0.0125574567238,1.02813065083,0.999997072778,0.00113547670026,-0.00195788801788,0.00085545501825,28.1667399406
37,-0.00765879120501,-0.012541149536,1.02814737685,0.99999706825,0.00113607408807,-0.00195811094359,0.000859435393465,28.1667399406
38,-0.00764647532642,-0.012526911132,1.02816196811,0.999997064255,0.00113659766129,-0.00195830823947,0.000862934025205,28.1667399406
39,-0.00763416310057,-0.012512708612,1.028176516,0.999997060236,0.00113712366916,-0.00195850627969,0.000866442169153,28.1667399406
40,-0.00762186024232,-0.0124985322312,1.02819102351,0.999997056192,0.00113765042056,-0.0019587064119,0.000869958184629,28.1667399406
41,-0.00760956855382,-0.012484379702,1.02820549122,0.999997052126,0.00113817744075,-0.00195890928886,0.000873479128057,28.1667399406
42,-0.00759728764764,-0.0124702519742,1.02821991882,0.999997048039,0.00113870493768,-0.00195911476944,0.000877003028114,28.1667399406
43,-0.00758501785054,-0.0124561487187,1.02823430645,0.999997043932,0.00113923297202,-0.0019593228518,0.000880527828737,28.1667399406
44,-0.0075727596136,-0.0124420694594,1.02824865427,0.999997039808,0.00113976143677,-0.00195953368147,0.00088405193058,28.1667399406
45,-0.00756051346557,-0.0124280131424,1.02826296268,0.999997035666,0.00114029058977,-0.00195974706748,0.000887574785767,28.1667399406
46,-0.0075482797333,-0.0124139796475,1.02827723172,0.999997031507,0.00114082016935,-0.00195996329822,0.000891095030895,28.1667399406
47,-0.00753605831856,-0.0123999692411,1.02829146135,0.999997027333,0.00114135044219,-0.00196018219378,0.000894611582041,28.1667399406
48,-0.00752385113981,-0.0123859786815,1.02830565261,0.999997023143,0.00114188066967,-0.00196040440052,0.000898124621585,28.1667399406
49,-0.00751165651978,-0.0123720106002,1.02831980486,0.999997018939,0.00114241222558,-0.00196062879127,0.000901633152709,28.1667399406
50,-0.00749773812158,-0.0123560699079,1.02833593253,0.999997014115,0.00114301970402,-0.00196088931288,0.000905637471659,28.1667399406
51,-0.0074855706211,-0.012342148686,1.02835000186,0.999997009874,0.00114355476584,-0.00196111813784,0.000909142799352,28.1667399406
52,-0.0074734160741,-0.012328254212,1.02836403041,0.999997005638,0.00114408791294,-0.00196135178019,0.00091262151682,28.1667399406
53,-0.00746127423042,-0.0123143805862,1.02837802088,0.999997001381,0.00114462361114,-0.00196158678055,0.000916102004977,28.1667399406
54,-0.0074491469051,-0.0123005268143,1.02839197336,0.99999699711,0.00114516016544,-0.00196182462297,0.000919577319203,28.1667399406
55,-0.0074370345017,-0.0122866921926,1.02840588814,0.999996992826,0.00114569740155,-0.00196206544279,0.00092304694143,28.1667399406
