,base frame,end effector frame
0,arm_base_link,arm_7_link
,px,py,pz,qx,qy,qz,qw,time
0,0.0502524380323,-0.67174855677,-0.417786147964,0.648870027357,-6.99029671997e-05,-7.91972203946e-05,0.760899255118,0.405215024948
1,0.0502557182599,-0.671748218937,-0.417785959173,0.648869316754,-6.62199917522e-05,-7.7143659568e-05,0.760899861637,0.925248146057
2,0.0502561416075,-0.671759751566,-0.417809169305,0.648889779733,-6.78717779425e-05,-7.98374115632e-05,0.760882410611,1.43531608582
3,0.040375226415,-0.639916969289,-0.359213462389,0.533389051601,0.0178576492733,-7.30485350235e-05,0.845681511362,1.94847607613
4,0.0274177985191,-0.598391066889,-0.297548100324,0.421840155004,0.0282376074142,-0.00161896589401,0.90622894464,2.4595489502
5,0.0161921305153,-0.548732704224,-0.238289061115,0.32676516196,0.0300270735941,-0.00252723933288,0.944625066808,2.97732400894
6,0.00835193237719,-0.492992182158,-0.184505827394,0.249224597596,0.0274045010804,-0.00229201714466,0.968055184342,3.49108314514
7,0.00298607775599,-0.431838684004,-0.13672914804,0.184431930881,0.0233466148578,-0.00167690062715,0.982566530292,4.00991010666
8,-0.000979717714143,-0.36070605855,-0.0925728444224,0.125428071246,0.0186295069363,-0.00103946950883,0.991927245275,4.56719303131
9,-0.00352374543624,-0.293272058864,-0.0599938526782,0.079753118183,0.0145268259174,-0.000644607389245,0.996708581256,5.08228707314
10,-0.00551833871949,-0.222930980389,-0.0342731290395,0.0391604829365,0.0105357529533,-0.000381011160211,0.999177316254,5.59121203423
11,-0.00659065689685,-0.17092009022,-0.0201525665832,0.0152937991415,0.00727975144548,-0.000180551379017,0.999856525872,6.10686302185
12,-0.00699494599114,-0.131850694349,-0.0121076873545,0.00210865708448,0.00463020155557,-6.77222265226e-05,0.999987055022,6.62890601158
13,-0.00690810930677,-0.103290498968,-0.00756499202448,-0.00438561292224,0.00269148069938,-3.06702481013e-05,0.999986760607,7.13762712479
14,-0.00651596512328,-0.0819150824843,-0.00488818677276,-0.0072270325519,0.00133844784229,-2.83569902383e-05,0.999972988512,7.65500807762
15,-0.00590900866012,-0.0643923250753,-0.003150157883,-0.00814722572742,0.000372149681726,-3.66420919557e-05,0.999966740884,8.22063612938
16,-0.00525320990421,-0.0507094893358,-0.00207848233413,-0.00810431450898,-0.000268015059803,-4.82436796416e-05,0.999967122423,8.75929808617
17,-0.00458808794274,-0.0404649141344,-0.00143897823992,-0.00742799788896,-0.000619947869505,-5.3881123512e-05,0.999972218419,9.2912940979
18,-0.00391395467763,-0.0323070914463,-0.00102960025366,-0.00642986142992,-0.000777725805591,-5.03927271029e-05,0.999979024523,9.83334708214
19,-0.00329501995123,-0.0259398817518,-0.000772203138167,-0.0054125721178,-0.000809256773909,-4.19442290894e-05,0.999985023591,10.3725509644
20,-0.0027466794754,-0.0208869884628,-0.000607110137847,-0.00448672621438,-0.000771146853779,-3.24835992618e-05,0.999989636729,10.8991580009
21,-0.00228813278433,-0.0169703594038,-0.00050321576001,-0.0037119100921,-0.000701599739004,-2.43900603827e-05,0.999992864418,11.4297690392
22,-0.00188456144037,-0.0137147366118,-0.00043297422035,-0.0030357700839,-0.000615478110965,-1.74611582299e-05,0.999995202479,11.9647750854
23,-0.00158110559703,-0.0113786922475,-0.00039163712763,-0.00253363173281,-0.00053538964978,-1.21742298597e-05,0.999996646954,12.4777359962
